rssi,address
-86,4F5EF0B5-30F6-AC06-5506-B4AE499258B3
-97,CDED337A-8D0A-E6E0-A7C5-A83A2B7D3B14
-80,C01D5D27-9998-2ED0-FEC0-28CDFF16F67E
-89,AA88CEB7-6B71-A086-AB1E-A6BE27EA7F61
-73,2AB12151-2D29-CA67-CF5D-6D2461D39BA0
-86,A4860A82-B361-62DA-2813-46AB192D5A8D
-93,0A46D4E9-04C7-391A-0B99-B34DB6AD521E
-43,420A7254-8C8A-5DE0-F316-F8E8F076A5CB
-84,9263BEED-D10A-ECB9-67C8-FE5B5350C51E
-50,E1BEC981-F150-F7B4-9462-855BE34E0B7F
-56,EE258F7E-891A-235C-29F5-F9E95CC88D30
-68,470BCD0E-4128-C60A-A81D-998F97C53329
-86,798562BE-8A1C-3375-5904-AC99B2729820
-86,4F5EF0B5-30F6-AC06-5506-B4AE499258B3
-97,CDED337A-8D0A-E6E0-A7C5-A83A2B7D3B14
-80,C01D5D27-9998-2ED0-FEC0-28CDFF16F67E
-89,AA88CEB7-6B71-A086-AB1E-A6BE27EA7F61
-73,2AB12151-2D29-CA67-CF5D-6D2461D39BA0
-86,A4860A82-B361-62DA-2813-46AB192D5A8D
-93,0A46D4E9-04C7-391A-0B99-B34DB6AD521E
-43,420A7254-8C8A-5DE0-F316-F8E8F076A5CB
-84,9263BEED-D10A-ECB9-67C8-FE5B5350C51E
-50,E1BEC981-F150-F7B4-9462-855BE34E0B7F
-56,EE258F7E-891A-235C-29F5-F9E95CC88D30
-68,470BCD0E-4128-C60A-A81D-998F97C53329
-86,798562BE-8A1C-3375-5904-AC99B2729820
-86,4F5EF0B5-30F6-AC06-5506-B4AE499258B3
-97,CDED337A-8D0A-E6E0-A7C5-A83A2B7D3B14
-80,C01D5D27-9998-2ED0-FEC0-28CDFF16F67E
-89,AA88CEB7-6B71-A086-AB1E-A6BE27EA7F61
-73,2AB12151-2D29-CA67-CF5D-6D2461D39BA0
-86,A4860A82-B361-62DA-2813-46AB192D5A8D
-93,0A46D4E9-04C7-391A-0B99-B34DB6AD521E
-43,420A7254-8C8A-5DE0-F316-F8E8F076A5CB
-84,9263BEED-D10A-ECB9-67C8-FE5B5350C51E
-50,E1BEC981-F150-F7B4-9462-855BE34E0B7F
-56,EE258F7E-891A-235C-29F5-F9E95CC88D30
-68,470BCD0E-4128-C60A-A81D-998F97C53329
-86,798562BE-8A1C-3375-5904-AC99B2729820
-86,4F5EF0B5-30F6-AC06-5506-B4AE499258B3
-97,CDED337A-8D0A-E6E0-A7C5-A83A2B7D3B14
-80,C01D5D27-9998-2ED0-FEC0-28CDFF16F67E
-89,AA88CEB7-6B71-A086-AB1E-A6BE27EA7F61
-73,2AB12151-2D29-CA67-CF5D-6D2461D39BA0
-86,A4860A82-B361-62DA-2813-46AB192D5A8D
-93,0A46D4E9-04C7-391A-0B99-B34DB6AD521E
-43,420A7254-8C8A-5DE0-F316-F8E8F076A5CB
-84,9263BEED-D10A-ECB9-67C8-FE5B5350C51E
-50,E1BEC981-F150-F7B4-9462-855BE34E0B7F
-56,EE258F7E-891A-235C-29F5-F9E95CC88D30
-68,470BCD0E-4128-C60A-A81D-998F97C53329
-86,798562BE-8A1C-3375-5904-AC99B2729820
-86,4F5EF0B5-30F6-AC06-5506-B4AE499258B3
-97,CDED337A-8D0A-E6E0-A7C5-A83A2B7D3B14
-80,C01D5D27-9998-2ED0-FEC0-28CDFF16F67E
-89,AA88CEB7-6B71-A086-AB1E-A6BE27EA7F61
-73,2AB12151-2D29-CA67-CF5D-6D2461D39BA0
-86,A4860A82-B361-62DA-2813-46AB192D5A8D
-93,0A46D4E9-04C7-391A-0B99-B34DB6AD521E
-43,420A7254-8C8A-5DE0-F316-F8E8F076A5CB
-84,9263BEED-D10A-ECB9-67C8-FE5B5350C51E
-50,E1BEC981-F150-F7B4-9462-855BE34E0B7F
-56,EE258F7E-891A-235C-29F5-F9E95CC88D30
-68,470BCD0E-4128-C60A-A81D-998F97C53329
-86,798562BE-8A1C-3375-5904-AC99B2729820
-86,4F5EF0B5-30F6-AC06-5506-B4AE499258B3
-97,CDED337A-8D0A-E6E0-A7C5-A83A2B7D3B14
-80,C01D5D27-9998-2ED0-FEC0-28CDFF16F67E
-89,AA88CEB7-6B71-A086-AB1E-A6BE27EA7F61
-73,2AB12151-2D29-CA67-CF5D-6D2461D39BA0
-86,A4860A82-B361-62DA-2813-46AB192D5A8D
-93,0A46D4E9-04C7-391A-0B99-B34DB6AD521E
-43,420A7254-8C8A-5DE0-F316-F8E8F076A5CB
-84,9263BEED-D10A-ECB9-67C8-FE5B5350C51E
-50,E1BEC981-F150-F7B4-9462-855BE34E0B7F
-56,EE258F7E-891A-235C-29F5-F9E95CC88D30
-68,470BCD0E-4128-C60A-A81D-998F97C53329
-86,798562BE-8A1C-3375-5904-AC99B2729820
-86,4F5EF0B5-30F6-AC06-5506-B4AE499258B3
-97,CDED337A-8D0A-E6E0-A7C5-A83A2B7D3B14
-80,C01D5D27-9998-2ED0-FEC0-28CDFF16F67E
